,nome,filtro,minucias,nfiq,nfiq2,qmap
386,f1486_03[TRUC].png.min,Trunc,122,2,53,2.3173828125
387,f1414_08.png.min,No Filter,113,4,33,2.046630859375
388,f1295_07[BINA].png.min,Binary,85,2,37,1.625
389,f1394_07[BINA].png.min,Binary,103,4,27,2.5185546875
390,s1285_08[TRUC].png.min,Trunc,118,3,18,2.069580078125
391,s1392_10[TOZI].png.min,Thresh to Zero Invert,67,3,37,2.210205078125
392,s1280_04[TOZI].png.min,Thresh to Zero Invert,244,3,22,2.58056640625
393,s1432_03[TZER].png.min,Thresh to Zero,67,2,37,2.181884765625
394,f1435_09[TOZI].png.min,Thresh to Zero Invert,290,3,23,1.40966796875
395,f1279_08[BINV].png.min,Binary Invert,146,5,3,2.66064453125
396,f1371_08[TOZI].png.min,Thresh to Zero Invert,248,3,29,2.647216796875
397,s1398_03[BINV].png.min,Binary Invert,74,3,19,1.755859375
398,f1472_08[BINA].png.min,Binary,86,1,47,1.621337890625
399,f1487_04[TZER].png.min,Thresh to Zero,84,3,34,3.046875
400,f1364_05[BINV].png.min,Binary Invert,69,3,30,2.813720703125
401,s1291_09[TOZI].png.min,Thresh to Zero Invert,96,5,22,1.615966796875
402,f1268_02[BINV].png.min,Binary Invert,74,5,17,2.73388671875
403,f1483_05[TOZI].png.min,Thresh to Zero Invert,187,3,11,1.9443359375
404,f1375_02[TOZI].png.min,Thresh to Zero Invert,220,1,47,2.918701171875
405,s1400_01.png.min,No Filter,125,3,15,0.999267578125
406,s1385_06[TOZI].png.min,Thresh to Zero Invert,248,2,17,0.837890625
407,s1357_05[BINA].png.min,Binary,59,3,20,1.95703125
408,s1443_03[TZER].png.min,Thresh to Zero,15,1,46,2.624267578125
409,f1460_06[BINA].png.min,Binary,136,3,20,2.3681640625
410,f1492_09[BINV].png.min,Binary Invert,111,3,39,2.061279296875
411,f1254_06[TZER].png.min,Thresh to Zero,101,1,48,2.434814453125
412,s1251_03[TRUC].png.min,Trunc,89,1,42,1.281982421875
413,f1257_04[TZER].png.min,Thresh to Zero,19,2,33,0.442138671875
414,s1263_09[BINV].png.min,Binary Invert,32,3,52,2.8671875
415,s1267_05[TZER].png.min,Thresh to Zero,78,3,51,2.8486328125
416,s1291_09[BINV].png.min,Binary Invert,51,3,30,2.70166015625
417,f1448_10[BINV].png.min,Binary Invert,16,4,14,2.738525390625
418,f1434_03.png.min,No Filter,148,2,13,2.845947265625
419,s1256_07[BINV].png.min,Binary Invert,82,5,13,1.079345703125
420,s1260_04[BINV].png.min,Binary Invert,107,4,18,0.1201171875
421,f1254_06[BINV].png.min,Binary Invert,104,1,40,2.325439453125
422,f1285_08[BINA].png.min,Binary,65,4,8,0.849609375
423,s1486_03[TRUC].png.min,Trunc,163,1,54,2.048583984375
424,s1352_08[BINA].png.min,Binary,38,1,51,1.63818359375
425,s1416_06[TRUC].png.min,Trunc,128,2,56,2.032470703125
426,s1367_02[TZER].png.min,Thresh to Zero,66,4,16,1.536865234375
427,s1432_03.png.min,No Filter,150,5,15,0.81884765625
428,f1328_01[TRUC].png.min,Trunc,129,3,27,0.265380859375
429,s1461_07.png.min,No Filter,128,3,13,0.0
430,f1452_01.png.min,No Filter,99,2,48,1.145263671875
431,f1300_08[TRUC].png.min,Trunc,59,3,14,2.87744140625
432,f1467_09.png.min,No Filter,167,2,46,2.52392578125
433,f1331_04[TZER].png.min,Thresh to Zero,105,2,43,0.3115234375
434,s1319_01[TRUC].png.min,Trunc,103,2,31,0.318359375
435,s1357_05[TRUC].png.min,Trunc,114,2,54,2.37646484375
436,s1347_09[TRUC].png.min,Trunc,217,3,9,2.219482421875
437,s1308_07[BINA].png.min,Binary,59,2,28,1.337158203125
438,s1479_10[BINV].png.min,Binary Invert,51,3,36,3.048095703125
439,s1347_09[BINA].png.min,Binary,91,1,46,1.5078125
440,f1448_10[TRUC].png.min,Trunc,153,2,29,2.349365234375
441,f1257_04[TRUC].png.min,Trunc,120,5,10,2.0654296875
442,f1350_03[TOZI].png.min,Thresh to Zero Invert,246,2,53,2.638671875
443,f1386_01[TOZI].png.min,Thresh to Zero Invert,337,3,18,2.836181640625
444,s1440_05[TZER].png.min,Thresh to Zero,15,3,22,1.329345703125
445,f1253_03[BINA].png.min,Binary,85,3,27,2.67529296875
446,s1458_04.png.min,No Filter,155,1,51,2.15478515625
447,s1270_02[BINA].png.min,Binary,74,2,26,1.07177734375
448,f1263_09.png.min,No Filter,129,3,23,0.784912109375
449,f1370_05[TZER].png.min,Thresh to Zero,94,4,19,2.14794921875
450,f1435_09.png.min,No Filter,155,3,19,1.603271484375
451,f1290_10[BINA].png.min,Binary,27,2,41,1.413330078125
452,s1277_08[TRUC].png.min,Trunc,67,1,48,2.8701171875
453,s1483_05[BINA].png.min,Binary,89,2,38,1.084228515625
454,s1313_03[BINA].png.min,Binary,47,2,54,2.5087890625
455,s1353_07.png.min,No Filter,207,5,16,1.145263671875
456,f1409_06[BINA].png.min,Binary,125,3,29,1.5205078125
457,f1451_06[TOZI].png.min,Thresh to Zero Invert,300,3,4,2.74267578125
458,f1330_03[BINA].png.min,Binary,115,2,29,2.435302734375
459,s1369_07.png.min,No Filter,115,3,5,2.039306640625
460,f1352_08[TZER].png.min,Thresh to Zero,87,2,36,0.988037109375
461,f1293_06[TOZI].png.min,Thresh to Zero Invert,280,3,34,0.9990234375
462,f1330_03[BINV].png.min,Binary Invert,110,5,10,1.815185546875
463,f1479_10.png.min,No Filter,78,3,39,2.013427734375
464,f1429_06[BINV].png.min,Binary Invert,49,2,36,2.09375
465,s1308_07[TOZI].png.min,Thresh to Zero Invert,96,2,39,1.70263671875
466,s1290_10.png.min,No Filter,101,3,21,0.2607421875
467,s1276_01[TOZI].png.min,Thresh to Zero Invert,236,2,29,2.539794921875
468,f1269_04.png.min,No Filter,145,5,12,3.149169921875
469,f1436_09.png.min,No Filter,141,3,20,2.192138671875
470,f1437_07[TRUC].png.min,Trunc,95,2,30,2.133056640625
471,f1447_03[BINA].png.min,Binary,112,1,46,2.405029296875
472,f1419_05[BINV].png.min,Binary Invert,119,3,36,2.502197265625
473,s1288_04[TOZI].png.min,Thresh to Zero Invert,226,2,41,1.3466796875
474,s1431_08[BINA].png.min,Binary,50,2,35,1.998291015625
475,f1267_05[BINV].png.min,Binary Invert,105,1,62,0.72705078125
476,f1389_08[BINV].png.min,Binary Invert,90,2,47,2.41552734375
477,s1308_07[TZER].png.min,Thresh to Zero,121,3,35,1.553466796875
478,s1437_07[TZER].png.min,Thresh to Zero,151,2,48,2.451904296875
479,f1388_08[TOZI].png.min,Thresh to Zero Invert,240,3,22,1.31396484375
480,s1441_02[BINV].png.min,Binary Invert,93,1,42,1.89453125
481,f1434_03[BINA].png.min,Binary,119,2,24,2.079833984375
482,s1491_06.png.min,No Filter,127,5,4,2.72265625
483,f1383_03[TRUC].png.min,Trunc,136,3,16,2.155517578125
484,f1313_03[BINV].png.min,Binary Invert,89,3,34,2.255615234375
485,s1410_02[TRUC].png.min,Trunc,97,2,41,0.90771484375
486,f1274_04.png.min,No Filter,144,1,54,0.576416015625
487,s1327_08[BINV].png.min,Binary Invert,75,1,46,0.90576171875
488,f1488_01.png.min,No Filter,195,3,26,0.764892578125
489,s1426_02[BINV].png.min,Binary Invert,99,5,8,2.685791015625
490,s1479_10[TOZI].png.min,Thresh to Zero Invert,257,2,35,1.769287109375
491,f1262_01[TOZI].png.min,Thresh to Zero Invert,245,1,43,2.863037109375
492,s1282_01.png.min,No Filter,130,5,6,1.375244140625
493,s1401_06[TOZI].png.min,Thresh to Zero Invert,280,4,14,0.121337890625
494,f1365_07[TRUC].png.min,Trunc,108,3,18,1.01904296875
495,s1382_08[TZER].png.min,Thresh to Zero,48,2,40,1.647705078125
496,f1470_09[TRUC].png.min,Trunc,118,3,22,1.6533203125
497,s1470_09.png.min,No Filter,121,2,26,1.149658203125
498,s1420_05[TZER].png.min,Thresh to Zero,73,2,43,2.626220703125
499,s1271_08.png.min,No Filter,140,3,42,1.104736328125
500,s1350_03[TRUC].png.min,Trunc,86,1,39,1.86279296875
501,s1422_06[TOZI].png.min,Thresh to Zero Invert,260,1,48,1.963134765625
502,f1333_08[BINV].png.min,Binary Invert,74,5,14,0.686279296875
503,s1270_02.png.min,No Filter,182,1,56,2.47509765625
504,f1405_07.png.min,No Filter,99,5,17,0.42578125
505,f1327_08[BINV].png.min,Binary Invert,53,2,49,1.204833984375
506,f1391_10[TRUC].png.min,Trunc,50,2,36,0.412841796875
507,s1271_08[TZER].png.min,Thresh to Zero,90,3,21,1.467041015625
508,s1411_05[TOZI].png.min,Thresh to Zero Invert,139,3,35,0.725341796875
509,f1496_10[TOZI].png.min,Thresh to Zero Invert,278,3,35,1.62939453125
510,s1376_08[BINV].png.min,Binary Invert,38,3,28,0.484619140625
511,f1476_02[TOZI].png.min,Thresh to Zero Invert,140,5,2,2.5732421875
512,f1461_07[BINA].png.min,Binary,64,3,36,1.46728515625
513,f1360_02[TZER].png.min,Thresh to Zero,46,5,7,0.5048828125
514,f1495_10[BINA].png.min,Binary,103,5,10,3.18701171875
515,s1298_05[BINV].png.min,Binary Invert,23,1,44,2.638671875
516,f1426_02.png.min,No Filter,143,2,24,1.378662109375
517,s1449_07.png.min,No Filter,86,3,44,1.566162109375
518,s1298_05[TZER].png.min,Thresh to Zero,22,3,32,1.479736328125
519,s1413_07[BINA].png.min,Binary,16,2,50,1.970947265625
520,f1383_03[TOZI].png.min,Thresh to Zero Invert,193,1,41,0.65283203125
521,s1255_07[BINA].png.min,Binary,65,3,27,0.354736328125
522,s1412_04[TRUC].png.min,Trunc,95,5,11,1.71044921875
523,s1351_05[TRUC].png.min,Trunc,58,3,28,2.7900390625
524,f1387_02[TRUC].png.min,Trunc,66,2,41,2.723388671875
525,f1399_06[TZER].png.min,Thresh to Zero,109,3,40,1.29443359375
526,f1417_02[TZER].png.min,Thresh to Zero,97,2,14,2.264892578125
527,s1322_09[TRUC].png.min,Trunc,171,3,36,2.256103515625
528,s1488_01[BINV].png.min,Binary Invert,3,1,50,1.248779296875
529,f1402_04[BINA].png.min,Binary,31,5,21,2.808349609375
530,s1394_07[TZER].png.min,Thresh to Zero,100,4,27,2.115234375
531,f1494_04[TZER].png.min,Thresh to Zero,142,4,22,1.831787109375
532,s1418_10[TOZI].png.min,Thresh to Zero Invert,86,1,46,2.271240234375
533,s1252_07[BINV].png.min,Binary Invert,49,2,20,1.135009765625
534,s1368_06[BINA].png.min,Binary,126,1,45,0.7275390625
535,s1489_04[BINV].png.min,Binary Invert,59,2,26,1.965576171875
536,f1436_09[BINV].png.min,Binary Invert,106,1,46,2.31396484375
537,s1426_02[TRUC].png.min,Trunc,93,3,32,0.972412109375
538,f1366_06[TOZI].png.min,Thresh to Zero Invert,307,4,15,2.88134765625
539,f1448_10[TOZI].png.min,Thresh to Zero Invert,178,3,6,1.976806640625
540,f1420_05[BINV].png.min,Binary Invert,34,3,41,2.420166015625
541,s1321_06[TZER].png.min,Thresh to Zero,111,2,31,2.153564453125
542,s1303_10[TRUC].png.min,Trunc,132,2,29,0.80908203125
543,f1483_05[TZER].png.min,Thresh to Zero,76,1,47,2.243408203125
544,s1320_10[TOZI].png.min,Thresh to Zero Invert,221,1,49,1.608642578125
545,f1316_09[TOZI].png.min,Thresh to Zero Invert,221,2,39,1.489990234375
546,s1496_10[TOZI].png.min,Thresh to Zero Invert,242,2,45,2.536376953125
547,f1385_06[TRUC].png.min,Trunc,122,4,16,0.26953125
548,s1396_07[TZER].png.min,Thresh to Zero,79,1,47,0.383544921875
549,s1486_03.png.min,No Filter,154,3,48,1.682861328125
550,s1301_05[BINA].png.min,Binary,86,3,32,2.701416015625
551,s1495_10[TZER].png.min,Thresh to Zero,87,2,26,1.02001953125
552,s1497_03[BINA].png.min,Binary,18,1,41,1.8818359375
553,f1368_06[TZER].png.min,Thresh to Zero,60,3,23,1.919677734375
554,s1481_02.png.min,No Filter,133,2,31,2.720947265625
555,f1409_06[BINV].png.min,Binary Invert,115,2,40,2.713623046875
556,s1384_07[TZER].png.min,Thresh to Zero,48,3,38,2.4013671875
557,s1315_02[BINA].png.min,Binary,98,2,9,0.630615234375
558,s1284_05[BINA].png.min,Binary,13,1,50,2.34814453125
559,f1400_01[TRUC].png.min,Trunc,125,2,38,1.123291015625
560,f1497_03[BINA].png.min,Binary,161,3,55,1.588134765625
561,f1348_01[TRUC].png.min,Trunc,140,2,29,1.91015625
562,f1424_10[TZER].png.min,Thresh to Zero,120,3,40,2.26513671875
563,s1347_09.png.min,No Filter,221,1,53,2.763427734375
564,s1352_08.png.min,No Filter,152,3,18,3.05224609375
565,s1354_07[BINA].png.min,Binary,103,1,53,1.230712890625
566,f1382_08[BINV].png.min,Binary Invert,18,4,12,2.740966796875
567,f1460_06.png.min,No Filter,111,2,22,0.0517578125
568,s1466_09[BINV].png.min,Binary Invert,35,3,37,2.81787109375
569,s1422_06[BINA].png.min,Binary,80,3,36,2.944580078125
570,s1286_04[BINA].png.min,Binary,1,2,41,0.931396484375
571,f1430_05[BINV].png.min,Binary Invert,37,1,48,3.27587890625
572,s1440_05[BINA].png.min,Binary,7,1,54,0.318359375
573,s1272_01[TOZI].png.min,Thresh to Zero Invert,144,2,25,2.5634765625
574,f1378_08[TZER].png.min,Thresh to Zero,40,3,32,2.418212890625
575,f1291_09[TOZI].png.min,Thresh to Zero Invert,155,3,27,2.499267578125
576,s1339_04[BINV].png.min,Binary Invert,82,2,41,1.845703125
577,f1282_01.png.min,No Filter,129,2,7,3.136962890625
578,s1479_10[BINA].png.min,Binary,47,5,12,0.752197265625
579,f1418_10[BINA].png.min,Binary,61,3,37,2.76220703125
580,f1285_08[BINV].png.min,Binary Invert,75,1,50,2.430908203125
581,s1346_05[TRUC].png.min,Trunc,128,3,40,2.90185546875
582,f1317_07[TRUC].png.min,Trunc,111,3,27,2.225830078125
583,s1465_01[TRUC].png.min,Trunc,109,5,13,0.34619140625
584,s1416_06[BINV].png.min,Binary Invert,65,3,16,2.35888671875
585,s1269_04[BINA].png.min,Binary,77,5,5,2.557861328125
586,f1352_08.png.min,No Filter,136,1,55,2.204345703125
587,s1359_03[BINV].png.min,Binary Invert,112,2,55,2.499267578125
588,f1382_08[TRUC].png.min,Trunc,106,2,49,1.017333984375
589,s1494_04.png.min,No Filter,175,3,10,0.99951171875
590,f1397_06.png.min,No Filter,120,2,47,2.066162109375
591,s1493_08[BINA].png.min,Binary,93,2,34,0.981689453125
592,s1443_03.png.min,No Filter,122,3,33,1.970703125
593,s1498_03[TOZI].png.min,Thresh to Zero Invert,251,3,27,1.01904296875
594,f1484_02[TOZI].png.min,Thresh to Zero Invert,219,2,33,1.193603515625
595,s1477_07.png.min,No Filter,108,2,35,0.90283203125
596,f1344_09[TOZI].png.min,Thresh to Zero Invert,276,2,18,2.247802734375
597,s1315_02.png.min,No Filter,124,2,53,2.436279296875
598,f1255_07[TOZI].png.min,Thresh to Zero Invert,217,4,20,2.635009765625
599,f1335_08[BINA].png.min,Binary,80,5,16,1.8671875
600,f1423_10[BINV].png.min,Binary Invert,43,3,41,2.370849609375
601,f1271_08.png.min,No Filter,85,4,18,2.870361328125
602,f1319_01[BINA].png.min,Binary,86,4,20,2.353271484375
603,f1305_06[TRUC].png.min,Trunc,105,2,53,0.020263671875
604,f1255_07.png.min,No Filter,128,2,46,0.39208984375
605,s1329_10[TZER].png.min,Thresh to Zero,41,3,33,2.275146484375
606,s1454_08.png.min,No Filter,128,2,31,2.8310546875
607,s1324_08[TZER].png.min,Thresh to Zero,66,2,41,2.7138671875
608,s1433_07.png.min,No Filter,101,3,21,1.1962890625
609,s1328_01[BINV].png.min,Binary Invert,47,3,24,2.7900390625
610,f1343_09[BINV].png.min,Binary Invert,103,1,49,1.404541015625
611,s1384_07[BINA].png.min,Binary,38,2,30,1.54345703125
612,f1318_05[TRUC].png.min,Trunc,134,3,23,2.107421875
613,f1288_04.png.min,No Filter,170,2,37,0.693603515625
614,s1257_04[TOZI].png.min,Thresh to Zero Invert,191,4,28,1.08544921875
615,s1308_07[BINV].png.min,Binary Invert,70,1,49,2.1298828125
616,f1318_05[TZER].png.min,Thresh to Zero,50,5,29,2.42431640625
617,f1483_05.png.min,No Filter,113,3,33,1.509765625
618,f1299_07[TOZI].png.min,Thresh to Zero Invert,219,5,7,2.79443359375
619,s1398_03[TOZI].png.min,Thresh to Zero Invert,85,3,12,2.60302734375
620,f1433_07[BINV].png.min,Binary Invert,33,3,29,1.9384765625
621,s1329_10[TRUC].png.min,Trunc,95,1,46,2.896240234375
622,s1348_01[TOZI].png.min,Thresh to Zero Invert,238,4,26,2.92578125
623,f1452_01[BINV].png.min,Binary Invert,81,4,27,0.166748046875
624,s1270_02[BINV].png.min,Binary Invert,88,3,14,1.3427734375
625,f1320_10[BINV].png.min,Binary Invert,93,4,18,0.630615234375
626,f1264_05[BINA].png.min,Binary,103,2,48,2.594482421875
627,s1406_03[BINA].png.min,Binary,125,2,36,2.243408203125
628,f1448_10.png.min,No Filter,187,2,50,0.442138671875
629,s1449_07[BINA].png.min,Binary,35,2,11,0.068115234375
630,s1427_10.png.min,No Filter,83,2,46,1.733154296875
631,s1452_01.png.min,No Filter,95,3,21,2.967529296875
632,s1287_02[BINV].png.min,Binary Invert,120,3,14,1.9169921875
633,s1266_08.png.min,No Filter,117,3,17,0.090087890625
634,f1252_07[BINV].png.min,Binary Invert,110,2,54,1.05029296875
635,s1408_03[TZER].png.min,Thresh to Zero,106,2,47,1.722412109375
636,f1374_04[TOZI].png.min,Thresh to Zero Invert,189,1,34,2.039794921875
637,f1486_03[BINA].png.min,Binary,69,2,44,1.625244140625
638,f1437_07.png.min,No Filter,102,3,29,2.039306640625
639,s1476_02[TOZI].png.min,Thresh to Zero Invert,262,1,38,1.838623046875
640,f1435_09[TRUC].png.min,Trunc,146,3,20,2.492431640625
641,f1311_06[BINA].png.min,Binary,59,5,13,1.26806640625
642,f1346_05[TZER].png.min,Thresh to Zero,46,1,25,2.135009765625
643,f1472_08[TZER].png.min,Thresh to Zero,84,2,26,0.73583984375
644,s1285_08[TZER].png.min,Thresh to Zero,89,4,22,0.392333984375
645,s1316_09[TZER].png.min,Thresh to Zero,1,1,49,0.084716796875
646,f1472_08[TOZI].png.min,Thresh to Zero Invert,305,1,51,1.442626953125
647,f1478_07[TRUC].png.min,Trunc,101,4,17,2.12353515625
648,s1474_04[TZER].png.min,Thresh to Zero,40,3,14,1.465087890625
649,s1299_07[TOZI].png.min,Thresh to Zero Invert,186,1,25,2.222412109375
650,s1478_07[TOZI].png.min,Thresh to Zero Invert,194,1,43,2.427734375
651,s1293_06[TRUC].png.min,Trunc,127,2,54,2.187255859375
652,f1417_02.png.min,No Filter,101,2,37,1.1298828125
653,f1267_05[TZER].png.min,Thresh to Zero,93,2,42,2.167724609375
654,f1353_07.png.min,No Filter,164,3,22,2.23095703125
655,s1387_02[TZER].png.min,Thresh to Zero,90,4,13,1.1767578125
656,s1293_06.png.min,No Filter,150,3,16,1.77392578125
657,s1468_09[TOZI].png.min,Thresh to Zero Invert,311,5,8,2.39990234375
658,f1344_09[BINA].png.min,Binary,103,2,37,2.54345703125
659,f1273_08[BINV].png.min,Binary Invert,107,2,47,2.44775390625
660,f1259_08[TZER].png.min,Thresh to Zero,56,4,30,2.168701171875
661,s1267_05[BINA].png.min,Binary,76,4,14,1.066650390625
662,f1365_07[TZER].png.min,Thresh to Zero,71,1,50,1.728759765625
663,f1297_09.png.min,No Filter,147,4,18,1.837158203125
664,f1251_03[BINA].png.min,Binary,101,4,17,1.82763671875
665,s1444_01[BINA].png.min,Binary,97,2,45,2.949951171875
666,f1262_01[TRUC].png.min,Trunc,128,2,25,1.56396484375
667,s1259_08[TRUC].png.min,Trunc,99,3,53,1.28515625
668,s1310_09[BINV].png.min,Binary Invert,107,4,31,1.262451171875
669,s1358_09[TRUC].png.min,Trunc,52,2,27,1.49365234375
670,s1457_09[TOZI].png.min,Thresh to Zero Invert,207,3,15,2.4609375
671,s1364_05[BINA].png.min,Binary,62,2,33,1.20166015625
672,s1422_06[BINV].png.min,Binary Invert,95,3,29,2.34814453125
673,f1331_04[BINV].png.min,Binary Invert,99,1,50,2.7294921875
674,s1353_07[TRUC].png.min,Trunc,0,1,27,2.71728515625
675,f1264_05.png.min,No Filter,134,4,17,2.314697265625
676,s1407_04[BINA].png.min,Binary,127,2,27,0.771728515625
677,f1441_02[TZER].png.min,Thresh to Zero,136,5,32,2.69140625
678,s1461_07[TZER].png.min,Thresh to Zero,121,3,26,1.899658203125
679,s1415_08.png.min,No Filter,198,5,10,2.5078125
680,s1274_04[TOZI].png.min,Thresh to Zero Invert,169,3,21,2.70849609375
681,f1297_09[TRUC].png.min,Trunc,139,1,44,3.023193359375
682,s1373_10[TZER].png.min,Thresh to Zero,60,4,31,0.701904296875
683,f1470_09[TZER].png.min,Thresh to Zero,47,2,48,2.9072265625
684,s1393_01[BINV].png.min,Binary Invert,158,1,53,2.320556640625
685,f1412_04[BINA].png.min,Binary,49,3,32,1.507568359375
686,s1498_03.png.min,No Filter,146,3,18,1.744384765625
687,s1280_04[BINV].png.min,Binary Invert,62,2,39,2.381103515625
688,f1447_03[TOZI].png.min,Thresh to Zero Invert,139,1,45,1.522216796875
689,s1461_07[TRUC].png.min,Trunc,141,3,30,0.499755859375
690,f1354_07[BINV].png.min,Binary Invert,84,2,51,0.435791015625
691,f1465_01[BINV].png.min,Binary Invert,115,3,32,2.58544921875
692,f1483_05[BINV].png.min,Binary Invert,66,4,17,1.924560546875
693,f1255_07[BINV].png.min,Binary Invert,100,5,20,2.63623046875
694,s1418_10[TRUC].png.min,Trunc,21,1,60,1.081298828125
695,s1442_07[BINV].png.min,Binary Invert,26,3,36,0.9892578125
696,f1420_05[TZER].png.min,Thresh to Zero,30,1,50,1.146728515625
697,s1346_05[BINV].png.min,Binary Invert,19,2,23,1.1728515625
698,f1475_09[TOZI].png.min,Thresh to Zero Invert,271,1,44,0.91455078125
699,s1322_09[BINV].png.min,Binary Invert,10,4,24,1.63427734375
700,f1491_06[TRUC].png.min,Trunc,122,2,37,0.904296875
701,s1441_02[TRUC].png.min,Trunc,113,3,39,2.1328125
702,s1464_10.png.min,No Filter,148,2,45,0.258056640625
703,s1277_08[TZER].png.min,Thresh to Zero,108,5,21,1.17431640625
704,s1303_10.png.min,No Filter,123,4,25,0.55810546875
705,f1448_10[TZER].png.min,Thresh to Zero,11,3,36,1.393798828125
706,s1289_09[BINA].png.min,Binary,67,2,21,2.171142578125
707,f1460_06[TOZI].png.min,Thresh to Zero Invert,116,2,44,2.269775390625
708,s1417_02[BINV].png.min,Binary Invert,84,1,48,2.84619140625
709,f1304_06[BINA].png.min,Binary,81,1,43,2.353515625
710,s1307_03.png.min,No Filter,130,3,17,0.37353515625
711,f1476_02.png.min,No Filter,128,2,41,0.58154296875
712,s1342_03[TZER].png.min,Thresh to Zero,152,3,15,1.31396484375
713,s1474_04[TRUC].png.min,Trunc,127,5,23,0.702880859375
714,f1363_08.png.min,No Filter,77,1,40,0.207763671875
715,s1438_09[BINV].png.min,Binary Invert,146,3,14,1.81689453125
716,s1264_05[BINA].png.min,Binary,96,3,44,2.4443359375
717,s1463_02[TRUC].png.min,Trunc,119,4,16,0.20849609375
718,s1260_04[TOZI].png.min,Thresh to Zero Invert,348,3,17,2.078125
719,f1285_08[TZER].png.min,Thresh to Zero,83,3,39,1.837158203125
720,s1395_02[TZER].png.min,Thresh to Zero,122,3,38,1.77880859375
721,f1328_01[TZER].png.min,Thresh to Zero,45,3,35,0.26123046875
722,f1450_09[BINV].png.min,Binary Invert,27,2,41,2.49072265625
723,f1498_03[BINA].png.min,Binary,99,3,19,2.5146484375
724,f1491_06.png.min,No Filter,128,2,42,2.124267578125
725,f1368_06.png.min,No Filter,169,2,42,1.82666015625
726,s1379_07[TZER].png.min,Thresh to Zero,75,3,19,1.1123046875
727,s1464_10[TZER].png.min,Thresh to Zero,37,3,20,0.9921875
728,f1332_10.png.min,No Filter,100,3,22,1.879150390625
729,s1382_08[TRUC].png.min,Trunc,113,2,35,2.786865234375
730,f1258_09[TZER].png.min,Thresh to Zero,87,5,15,2.222900390625
731,f1388_08[TRUC].png.min,Trunc,178,1,49,1.6533203125
732,s1392_10[BINV].png.min,Binary Invert,46,2,34,1.13818359375
733,s1275_02[TZER].png.min,Thresh to Zero,23,3,32,0.868896484375
734,s1324_08[BINV].png.min,Binary Invert,62,1,57,2.738037109375
735,s1413_07[BINV].png.min,Binary Invert,19,5,20,0.150634765625
736,f1327_08[TRUC].png.min,Trunc,80,3,5,0.5712890625
737,s1264_05[TRUC].png.min,Trunc,121,2,55,1.22607421875
738,s1496_10[BINV].png.min,Binary Invert,47,5,22,0.708740234375
739,s1300_08[BINA].png.min,Binary,1,3,15,1.052734375
740,s1335_08[TZER].png.min,Thresh to Zero,58,5,7,2.3720703125
741,s1394_07.png.min,No Filter,156,4,26,1.660400390625
742,f1464_10[TRUC].png.min,Trunc,63,3,53,2.681640625
743,f1383_03[BINV].png.min,Binary Invert,58,1,47,2.01025390625
