,nome,filtro,minucias,nfiq,nfiq2
484,f0356_02[BINV].png.min,Binary Invert,99,2,45
485,s0434_06[BINV].png.min,Binary Invert,145,5,17
486,s0314_04[BINV].png.min,Binary Invert,83,3,41
487,f0476_09[BINV].png.min,Binary Invert,29,5,9
488,s0404_08[TRUC].png.min,Trunc,141,4,33
489,f0344_06[BINA].png.min,Binary,50,2,16
490,s0434_06[TRUC].png.min,Trunc,105,3,18
491,f0457_09[TZER].png.min,Thresh to Zero,49,1,52
492,s0292_04[TZER].png.min,Thresh to Zero,39,1,48
493,f0316_03[TOZI].png.min,Thresh to Zero Invert,268,5,7
494,s0466_10[BINV].png.min,Binary Invert,45,3,28
495,f0307_05[BINA].png.min,Binary,95,5,3
496,f0451_10[TRUC].png.min,Trunc,60,2,38
497,f0293_01[TZER].png.min,Thresh to Zero,66,3,24
498,f0370_02[TOZI].png.min,Thresh to Zero Invert,173,2,56
499,s0430_10[TRUC].png.min,Trunc,86,2,40
500,f0416_06[TOZI].png.min,Thresh to Zero Invert,297,5,25
501,s0499_03[BINA].png.min,Binary,4,2,52
502,s0458_07[TZER].png.min,Thresh to Zero,48,1,53
503,s0281_04.png.min,No Filter,169,2,48
504,s0370_02[TZER].png.min,Thresh to Zero,42,3,35
505,f0337_08[TOZI].png.min,Thresh to Zero Invert,239,5,37
506,f0454_04[BINA].png.min,Binary,104,3,25
507,f0418_02[BINV].png.min,Binary Invert,2,3,34
508,s0440_08[TRUC].png.min,Trunc,161,3,35
509,s0443_06[BINV].png.min,Binary Invert,71,3,19
510,s0442_04[TOZI].png.min,Thresh to Zero Invert,10,1,51
511,s0462_05[BINV].png.min,Binary Invert,96,5,11
512,f0405_02[TZER].png.min,Thresh to Zero,116,2,41
513,s0400_02[TOZI].png.min,Thresh to Zero Invert,197,3,34
514,f0264_01[BINV].png.min,Binary Invert,83,2,31
515,f0469_07[BINA].png.min,Binary,63,1,45
516,s0321_05[TOZI].png.min,Thresh to Zero Invert,220,3,32
517,f0461_03.png.min,No Filter,152,2,48
518,f0258_04[BINA].png.min,Binary,74,2,19
519,s0417_08.png.min,No Filter,139,2,42
520,f0469_07[TZER].png.min,Thresh to Zero,77,2,49
521,s0328_09[BINA].png.min,Binary,32,4,24
522,s0459_05.png.min,No Filter,141,2,51
523,s0447_01[BINA].png.min,Binary,162,1,51
524,s0322_06[TRUC].png.min,Trunc,122,2,27
525,f0251_05[TOZI].png.min,Thresh to Zero Invert,208,3,32
526,f0425_07[BINV].png.min,Binary Invert,78,2,16
527,s0364_03[BINA].png.min,Binary,72,3,33
528,f0270_01[TZER].png.min,Thresh to Zero,33,4,21
529,s0396_09.png.min,No Filter,106,2,38
530,s0355_08[TRUC].png.min,Trunc,140,3,25
531,s0270_01[TOZI].png.min,Thresh to Zero Invert,219,4,22
532,s0322_06[TZER].png.min,Thresh to Zero,56,3,42
533,s0267_07[BINV].png.min,Binary Invert,62,1,48
534,f0463_10[TOZI].png.min,Thresh to Zero Invert,105,1,49
535,s0397_06[BINV].png.min,Binary Invert,79,4,14
536,f0387_04[BINA].png.min,Binary,62,3,28
537,f0389_07[TZER].png.min,Thresh to Zero,108,3,25
538,s0253_08[TRUC].png.min,Trunc,120,2,48
539,s0423_02[BINA].png.min,Binary,29,2,42
540,f0438_05[TZER].png.min,Thresh to Zero,10,2,25
541,f0472_07[TZER].png.min,Thresh to Zero,163,4,10
542,s0460_04[TRUC].png.min,Trunc,142,4,15
543,s0419_08[TZER].png.min,Thresh to Zero,84,5,8
544,s0381_01[BINV].png.min,Binary Invert,102,3,35
545,s0458_07[BINA].png.min,Binary,47,2,43
546,f0463_10[TZER].png.min,Thresh to Zero,107,2,48
547,f0408_01[BINA].png.min,Binary,38,2,47
548,s0322_06[BINV].png.min,Binary Invert,71,3,34
549,f0334_02[TOZI].png.min,Thresh to Zero Invert,250,3,20
550,s0298_06[TZER].png.min,Thresh to Zero,71,2,31
551,s0357_07[BINA].png.min,Binary,114,1,46
552,f0422_07[BINA].png.min,Binary,94,1,43
553,s0479_07[TZER].png.min,Thresh to Zero,31,1,52
554,s0461_03.png.min,No Filter,167,3,39
555,s0392_07[TZER].png.min,Thresh to Zero,119,2,42
556,s0379_06[TOZI].png.min,Thresh to Zero Invert,257,1,47
557,s0379_06[BINV].png.min,Binary Invert,82,1,36
558,f0388_06[BINA].png.min,Binary,74,3,27
559,s0367_08.png.min,No Filter,103,5,4
560,s0424_03[TOZI].png.min,Thresh to Zero Invert,211,2,28
561,s0338_04[TRUC].png.min,Trunc,126,4,36
562,s0467_01[BINA].png.min,Binary,30,4,16
563,f0284_10[BINV].png.min,Binary Invert,75,2,51
564,f0387_04[TZER].png.min,Thresh to Zero,59,1,53
565,f0331_05.png.min,No Filter,106,5,14
566,f0361_06.png.min,No Filter,154,2,34
567,f0428_09[TRUC].png.min,Trunc,62,1,51
568,s0294_06[BINA].png.min,Binary,81,1,46
569,f0455_04[BINV].png.min,Binary Invert,44,2,32
570,s0371_05[TRUC].png.min,Trunc,173,3,44
571,s0418_02[TZER].png.min,Thresh to Zero,98,5,17
572,s0475_03[TOZI].png.min,Thresh to Zero Invert,221,3,50
573,s0473_01[TRUC].png.min,Trunc,180,2,31
574,f0345_05[TRUC].png.min,Trunc,43,3,27
575,s0455_04[BINA].png.min,Binary,19,5,5
576,s0476_09[BINA].png.min,Binary,79,1,35
577,s0465_08[BINA].png.min,Binary,105,1,52
578,f0276_09.png.min,No Filter,134,2,9
579,s0353_03[TOZI].png.min,Thresh to Zero Invert,260,1,58
580,s0488_10[BINA].png.min,Binary,41,3,41
581,f0459_05[TZER].png.min,Thresh to Zero,26,3,41
582,s0460_04[BINA].png.min,Binary,79,2,38
583,s0340_03[TOZI].png.min,Thresh to Zero Invert,250,3,29
584,f0368_09[TZER].png.min,Thresh to Zero,40,2,31
585,s0368_09[BINA].png.min,Binary,61,5,26
586,s0498_05[TRUC].png.min,Trunc,127,2,39
587,f0327_08[TOZI].png.min,Thresh to Zero Invert,299,3,35
588,f0388_06.png.min,No Filter,147,3,12
589,s0448_03[TOZI].png.min,Thresh to Zero Invert,300,1,56
590,s0264_01[TZER].png.min,Thresh to Zero,104,3,32
591,s0392_07[BINV].png.min,Binary Invert,81,1,50
592,f0333_08[TOZI].png.min,Thresh to Zero Invert,222,3,47
593,s0339_05[TRUC].png.min,Trunc,100,2,56
594,s0444_03[BINV].png.min,Binary Invert,68,5,10
595,f0496_03[BINV].png.min,Binary Invert,90,1,52
596,f0293_01[TOZI].png.min,Thresh to Zero Invert,265,2,35
597,s0489_04[BINA].png.min,Binary,68,3,22
598,s0289_01.png.min,No Filter,124,3,43
599,f0352_09.png.min,No Filter,132,2,48
600,s0376_01.png.min,No Filter,203,2,34
601,s0494_08[TZER].png.min,Thresh to Zero,34,5,25
602,f0480_04[TZER].png.min,Thresh to Zero,78,2,42
603,f0413_01[BINA].png.min,Binary,48,5,19
604,s0339_05.png.min,No Filter,134,1,43
605,f0313_08[BINV].png.min,Binary Invert,116,2,49
606,f0279_06[BINV].png.min,Binary Invert,77,5,24
607,s0416_06[TOZI].png.min,Thresh to Zero Invert,225,3,36
608,f0495_05[TRUC].png.min,Trunc,101,3,29
609,f0440_08[BINV].png.min,Binary Invert,73,3,33
610,f0448_03.png.min,No Filter,117,2,56
611,s0313_08[TZER].png.min,Thresh to Zero,57,1,46
612,s0363_10[TZER].png.min,Thresh to Zero,31,2,51
613,f0429_04[TRUC].png.min,Trunc,99,2,44
614,f0328_09[TRUC].png.min,Trunc,95,2,18
615,f0416_06.png.min,No Filter,116,3,37
616,s0331_05.png.min,No Filter,140,2,45
617,s0437_04[TOZI].png.min,Thresh to Zero Invert,214,1,54
618,s0295_07.png.min,No Filter,91,3,41
619,f0407_09[BINV].png.min,Binary Invert,64,2,47
620,s0326_07[TZER].png.min,Thresh to Zero,99,1,31
621,s0308_09[TOZI].png.min,Thresh to Zero Invert,116,1,55
622,s0490_01[BINV].png.min,Binary Invert,5,2,40
623,f0470_01.png.min,No Filter,117,5,11
624,s0338_04.png.min,No Filter,111,2,24
625,f0367_08[BINA].png.min,Binary,93,4,37
626,f0467_01[TRUC].png.min,Trunc,87,1,53
627,s0301_02[TZER].png.min,Thresh to Zero,48,4,11
628,f0489_04[BINA].png.min,Binary,92,3,8
629,f0326_07[BINV].png.min,Binary Invert,115,5,20
630,s0346_09[TZER].png.min,Thresh to Zero,167,2,51
631,f0436_09[BINA].png.min,Binary,203,3,28
632,f0499_03.png.min,No Filter,164,1,49
633,s0361_06.png.min,No Filter,177,4,21
634,s0270_01[BINV].png.min,Binary Invert,161,2,43
635,s0479_07[BINA].png.min,Binary,30,3,24
636,f0335_06[TZER].png.min,Thresh to Zero,84,5,5
637,s0484_05[TZER].png.min,Thresh to Zero,1,1,57
638,f0472_07[TRUC].png.min,Trunc,190,3,26
639,s0299_06[TOZI].png.min,Thresh to Zero Invert,183,3,23
640,f0313_08[TZER].png.min,Thresh to Zero,120,2,52
641,f0360_09[BINV].png.min,Binary Invert,107,3,24
642,f0414_01.png.min,No Filter,144,2,32
643,s0278_03[BINA].png.min,Binary,37,2,1
644,s0324_04[BINA].png.min,Binary,76,4,27
645,s0372_07[TRUC].png.min,Trunc,108,3,16
646,s0299_06.png.min,No Filter,133,2,36
647,s0259_10[TRUC].png.min,Trunc,48,2,55
648,s0480_04[BINV].png.min,Binary Invert,83,2,57
649,f0362_05[TRUC].png.min,Trunc,126,5,15
650,f0251_05[TRUC].png.min,Trunc,123,3,48
651,s0302_01[BINV].png.min,Binary Invert,109,3,23
652,s0403_07[BINA].png.min,Binary,66,4,40
653,s0326_07[BINV].png.min,Binary Invert,112,5,6
654,f0321_05[TRUC].png.min,Trunc,84,2,39
655,s0378_05[TZER].png.min,Thresh to Zero,49,3,24
656,s0482_08[TOZI].png.min,Thresh to Zero Invert,263,2,45
657,s0310_05[TOZI].png.min,Thresh to Zero Invert,189,1,48
658,f0342_10.png.min,No Filter,107,5,5
659,f0300_08[BINV].png.min,Binary Invert,49,1,54
660,s0330_08.png.min,No Filter,225,3,24
661,f0397_06[BINV].png.min,Binary Invert,84,1,45
662,f0309_05.png.min,No Filter,99,2,48
663,f0434_06[BINV].png.min,Binary Invert,78,1,52
664,f0252_01[TRUC].png.min,Trunc,139,1,49
665,s0258_04[TZER].png.min,Thresh to Zero,119,5,3
666,s0480_04[TRUC].png.min,Trunc,56,1,56
667,f0454_04[TRUC].png.min,Trunc,76,1,25
668,s0366_06[TOZI].png.min,Thresh to Zero Invert,176,1,54
669,s0446_01[TOZI].png.min,Thresh to Zero Invert,279,1,54
670,s0385_07[TOZI].png.min,Thresh to Zero Invert,251,3,34
671,s0467_01[BINV].png.min,Binary Invert,46,1,42
672,s0432_06.png.min,No Filter,106,5,26
673,f0498_05[BINV].png.min,Binary Invert,117,3,8
674,f0399_02[TRUC].png.min,Trunc,148,3,33
675,s0412_07[BINV].png.min,Binary Invert,101,3,34
676,s0444_03[TRUC].png.min,Trunc,87,5,8
677,s0254_08[TZER].png.min,Thresh to Zero,135,3,23
678,f0338_04[BINA].png.min,Binary,33,3,42
679,s0260_02.png.min,No Filter,137,3,32
680,s0326_07[TOZI].png.min,Thresh to Zero Invert,261,3,17
681,f0438_05[TOZI].png.min,Thresh to Zero Invert,187,3,30
682,s0260_02[TOZI].png.min,Thresh to Zero Invert,214,3,31
683,s0453_08[TOZI].png.min,Thresh to Zero Invert,268,5,12
684,s0358_09[BINA].png.min,Binary,1,2,49
685,f0485_06[BINA].png.min,Binary,111,5,2
686,s0324_04[TRUC].png.min,Trunc,75,2,20
687,f0345_05[BINA].png.min,Binary,88,3,38
688,s0488_10.png.min,No Filter,128,4,10
689,f0263_05[TOZI].png.min,Thresh to Zero Invert,241,4,32
690,f0447_01[BINA].png.min,Binary,84,1,58
691,s0289_01[BINV].png.min,Binary Invert,72,2,49
692,f0370_02[TRUC].png.min,Trunc,88,3,33
693,f0251_05[BINV].png.min,Binary Invert,34,2,44
694,s0394_07[TOZI].png.min,Thresh to Zero Invert,335,4,19
695,f0363_10.png.min,No Filter,127,5,19
696,f0354_05[TZER].png.min,Thresh to Zero,12,2,29
697,s0499_03[TRUC].png.min,Trunc,159,5,11
698,f0251_05[TZER].png.min,Thresh to Zero,29,2,44
699,f0494_08[BINA].png.min,Binary,36,1,57
700,s0470_01[TZER].png.min,Thresh to Zero,99,2,49
701,s0316_03[TZER].png.min,Thresh to Zero,106,4,28
702,s0289_01[TZER].png.min,Thresh to Zero,91,3,32
703,s0442_04[TRUC].png.min,Trunc,0,2,16
704,f0322_06[TZER].png.min,Thresh to Zero,83,4,20
705,s0495_05[BINA].png.min,Binary,1,2,52
706,f0341_03[TOZI].png.min,Thresh to Zero Invert,329,4,29
707,f0335_06[TOZI].png.min,Thresh to Zero Invert,140,3,49
708,f0399_02[BINA].png.min,Binary,27,1,40
709,s0422_07[TZER].png.min,Thresh to Zero,110,3,29
710,s0434_06[TOZI].png.min,Thresh to Zero Invert,281,3,18
711,f0318_05[TRUC].png.min,Trunc,40,5,14
712,f0282_03[TRUC].png.min,Trunc,80,3,39
713,f0288_01[TZER].png.min,Thresh to Zero,71,3,51
714,s0344_06[TZER].png.min,Thresh to Zero,50,3,17
715,s0344_06[BINV].png.min,Binary Invert,86,5,6
716,s0418_02[BINA].png.min,Binary,98,1,35
717,f0408_01[TOZI].png.min,Thresh to Zero Invert,178,2,52
718,f0273_09[TRUC].png.min,Trunc,96,2,45
719,s0275_02[TOZI].png.min,Thresh to Zero Invert,202,5,4
720,s0467_01.png.min,No Filter,131,3,22
721,f0394_07.png.min,No Filter,84,2,46
722,s0318_05[TRUC].png.min,Trunc,77,2,45
723,f0466_10[BINV].png.min,Binary Invert,32,2,33
724,f0370_02[TZER].png.min,Thresh to Zero,28,2,32
725,s0380_04[TZER].png.min,Thresh to Zero,90,1,47
726,f0497_05[TRUC].png.min,Trunc,159,5,7
727,s0473_01[TOZI].png.min,Thresh to Zero Invert,259,3,28
728,f0441_10[BINV].png.min,Binary Invert,32,1,41
729,s0329_09[BINA].png.min,Binary,77,1,48
730,f0286_02[BINA].png.min,Binary,122,3,51
731,s0463_10[BINA].png.min,Binary,86,2,29
732,f0414_01[TRUC].png.min,Trunc,0,3,39
733,f0269_01.png.min,No Filter,154,3,26
734,s0265_04.png.min,No Filter,158,1,45
735,f0356_02[TRUC].png.min,Trunc,129,2,54
736,f0274_05[TZER].png.min,Thresh to Zero,117,1,49
737,f0470_01[TZER].png.min,Thresh to Zero,54,3,35
738,s0407_09[TRUC].png.min,Trunc,95,1,49
739,s0437_04[BINA].png.min,Binary,99,1,39
740,s0386_02[TRUC].png.min,Trunc,170,2,46
741,s0427_06[BINV].png.min,Binary Invert,12,1,53
742,f0380_04[BINV].png.min,Binary Invert,49,1,51
743,s0345_05[BINV].png.min,Binary Invert,55,5,14
744,s0413_01[BINA].png.min,Binary,174,3,30
745,f0487_02[BINA].png.min,Binary,137,3,42
746,s0319_06[BINV].png.min,Binary Invert,106,3,28
747,f0263_05[BINV].png.min,Binary Invert,39,3,33
748,f0479_07[BINA].png.min,Binary,75,5,11
749,s0319_06.png.min,No Filter,144,2,45
750,s0263_05[TZER].png.min,Thresh to Zero,67,2,41
751,f0338_04.png.min,No Filter,147,3,17
752,f0257_07[BINV].png.min,Binary Invert,137,3,18
753,s0465_08[BINV].png.min,Binary Invert,125,3,39
754,f0261_01[BINA].png.min,Binary,113,3,31
755,f0269_01[TRUC].png.min,Trunc,127,1,55
756,s0330_08[TOZI].png.min,Thresh to Zero Invert,265,3,25
757,s0360_09[BINA].png.min,Binary,25,4,11
758,f0383_04[BINV].png.min,Binary Invert,82,4,14
759,s0449_05[TZER].png.min,Thresh to Zero,59,3,33
760,s0317_05[BINA].png.min,Binary,26,2,40
761,s0312_08[TZER].png.min,Thresh to Zero,129,2,29
762,s0393_06[TOZI].png.min,Thresh to Zero Invert,297,4,36
763,s0458_07.png.min,No Filter,93,5,7
764,f0418_02[TZER].png.min,Thresh to Zero,9,5,17
765,f0473_01[TRUC].png.min,Trunc,212,1,53
766,f0478_07[BINV].png.min,Binary Invert,23,2,49
767,f0490_01[TRUC].png.min,Trunc,124,1,55
768,s0257_07[BINV].png.min,Binary Invert,55,3,23
769,s0494_08.png.min,No Filter,68,5,24
770,s0466_10[TRUC].png.min,Trunc,124,2,49
771,s0392_07.png.min,No Filter,122,2,35
772,s0398_03[TZER].png.min,Thresh to Zero,126,3,42
773,f0271_04[BINV].png.min,Binary Invert,90,2,31
774,f0313_08.png.min,No Filter,107,1,47
775,f0482_08[TOZI].png.min,Thresh to Zero Invert,232,5,24
776,f0257_07[BINA].png.min,Binary,122,4,22
777,s0372_07[BINA].png.min,Binary,49,5,16
778,f0429_04[TOZI].png.min,Thresh to Zero Invert,168,1,11
779,f0461_03[TZER].png.min,Thresh to Zero,94,4,7
780,f0425_07[TRUC].png.min,Trunc,65,3,22
781,s0409_05[TZER].png.min,Thresh to Zero,91,2,39
782,f0384_09[TZER].png.min,Thresh to Zero,2,3,35
783,s0443_06[TRUC].png.min,Trunc,83,2,42
784,s0280_02[TRUC].png.min,Trunc,101,3,34
785,f0374_04[TOZI].png.min,Thresh to Zero Invert,244,2,49
786,f0299_06[BINA].png.min,Binary,150,3,19
787,f0290_02[TRUC].png.min,Trunc,99,5,16
788,f0267_07[BINV].png.min,Binary Invert,105,1,43
789,s0408_01[BINA].png.min,Binary,33,2,57
790,f0368_09[BINA].png.min,Binary,44,5,8
791,s0459_05[TZER].png.min,Thresh to Zero,41,1,51
792,s0409_05[BINA].png.min,Binary,61,2,33
793,f0301_02[TRUC].png.min,Trunc,152,2,32
794,s0391_01[TRUC].png.min,Trunc,96,2,41
795,s0423_02.png.min,No Filter,168,4,34
796,f0262_05.png.min,No Filter,130,2,53
797,f0460_04[TOZI].png.min,Thresh to Zero Invert,173,5,7
798,s0261_01[TOZI].png.min,Thresh to Zero Invert,340,4,23
799,s0309_05[TOZI].png.min,Thresh to Zero Invert,230,2,52
800,s0440_08[TZER].png.min,Thresh to Zero,63,4,12
801,s0337_08[BINA].png.min,Binary,111,2,53
802,f0467_01[BINV].png.min,Binary Invert,94,2,25
803,s0438_05[BINV].png.min,Binary Invert,116,3,8
804,s0325_06[TOZI].png.min,Thresh to Zero Invert,63,1,57
805,s0467_01[TZER].png.min,Thresh to Zero,40,2,51
806,f0355_08[TZER].png.min,Thresh to Zero,11,1,60
807,f0399_02[TZER].png.min,Thresh to Zero,28,1,16
808,f0474_06[TOZI].png.min,Thresh to Zero Invert,89,2,42
809,f0458_07[TOZI].png.min,Thresh to Zero Invert,206,1,42
810,f0266_04[BINV].png.min,Binary Invert,21,3,34
811,f0392_07[TRUC].png.min,Trunc,136,3,29
812,f0436_09[TRUC].png.min,Trunc,191,1,46
813,f0426_04[BINV].png.min,Binary Invert,128,4,25
814,s0495_05[TZER].png.min,Thresh to Zero,3,2,40
815,s0468_02[BINA].png.min,Binary,27,4,17
816,f0361_06[TZER].png.min,Thresh to Zero,52,1,45
817,f0392_07.png.min,No Filter,155,4,12
818,f0384_09.png.min,No Filter,192,3,27
819,s0286_02[TRUC].png.min,Trunc,133,3,50
820,f0354_05[BINA].png.min,Binary,6,2,31
821,s0411_05[BINA].png.min,Binary,23,4,32
822,f0298_06[BINV].png.min,Binary Invert,13,1,43
823,s0402_01[BINV].png.min,Binary Invert,67,1,41
824,f0341_03[TRUC].png.min,Trunc,113,5,15
825,s0415_04.png.min,No Filter,121,4,12
826,f0340_03[BINA].png.min,Binary,82,3,12
827,s0273_09[TOZI].png.min,Thresh to Zero Invert,166,3,39
828,s0334_02[TRUC].png.min,Trunc,77,3,30
829,s0391_01[BINV].png.min,Binary Invert,107,3,31
830,f0274_05[TOZI].png.min,Thresh to Zero Invert,139,3,29
831,s0486_10[TZER].png.min,Thresh to Zero,102,5,3
832,s0360_09[TRUC].png.min,Trunc,0,3,29
833,f0360_09[TZER].png.min,Thresh to Zero,108,2,41
834,s0297_01[TZER].png.min,Thresh to Zero,150,2,37
835,s0498_05[BINV].png.min,Binary Invert,7,5,7
836,f0359_03[TZER].png.min,Thresh to Zero,131,2,34
837,s0275_02[TZER].png.min,Thresh to Zero,45,4,8
838,f0441_10[TZER].png.min,Thresh to Zero,35,1,54
839,s0255_05[TRUC].png.min,Trunc,40,2,33
840,f0383_04[TZER].png.min,Thresh to Zero,69,2,9
841,s0255_05[TZER].png.min,Thresh to Zero,144,3,16
842,f0261_01[TOZI].png.min,Thresh to Zero Invert,97,3,32
843,s0300_08.png.min,No Filter,166,2,29
844,s0471_01[BINA].png.min,Binary,144,1,36
845,f0286_02[TRUC].png.min,Trunc,92,2,54
846,s0349_09[TZER].png.min,Thresh to Zero,94,3,24
847,f0343_09.png.min,No Filter,93,4,22
848,f0458_07[BINA].png.min,Binary,82,3,36
849,s0399_02.png.min,No Filter,136,5,19
850,f0261_01[TZER].png.min,Thresh to Zero,109,3,10
851,s0447_01[TZER].png.min,Thresh to Zero,153,5,7
852,f0325_06[TZER].png.min,Thresh to Zero,91,3,45
853,f0460_04[TZER].png.min,Thresh to Zero,113,3,28
854,f0319_06[BINA].png.min,Binary,93,1,51
855,f0296_10[TRUC].png.min,Trunc,127,1,43
856,f0400_02[TZER].png.min,Thresh to Zero,119,5,19
857,f0412_07[TOZI].png.min,Thresh to Zero Invert,221,3,40
858,s0322_06[BINA].png.min,Binary,58,2,42
859,s0310_05[TRUC].png.min,Trunc,139,3,21
860,f0277_05[TZER].png.min,Thresh to Zero,38,4,26
861,f0487_02[TOZI].png.min,Thresh to Zero Invert,228,2,49
862,f0483_01[TZER].png.min,Thresh to Zero,2,1,41
863,s0442_04[BINV].png.min,Binary Invert,8,2,50
864,f0478_07.png.min,No Filter,119,2,27
865,f0454_04[TOZI].png.min,Thresh to Zero Invert,153,5,8
866,s0384_09.png.min,No Filter,154,1,54
867,f0309_05[TOZI].png.min,Thresh to Zero Invert,138,1,46
868,s0421_01[TZER].png.min,Thresh to Zero,97,2,39
869,f0390_09[TOZI].png.min,Thresh to Zero Invert,174,5,10
870,f0266_04[TZER].png.min,Thresh to Zero,22,1,58
871,s0351_08[TZER].png.min,Thresh to Zero,42,2,47
872,s0265_04[TOZI].png.min,Thresh to Zero Invert,251,2,31
873,s0398_03[BINV].png.min,Binary Invert,143,2,36
874,f0464_06[TRUC].png.min,Trunc,128,2,48
875,f0297_01[BINA].png.min,Binary,114,3,41
876,s0343_09[TRUC].png.min,Trunc,130,3,33
877,f0313_08[TRUC].png.min,Trunc,77,3,31
878,s0397_06.png.min,No Filter,70,3,17
879,s0421_01[TOZI].png.min,Thresh to Zero Invert,253,5,14
880,s0464_06[BINA].png.min,Binary,140,2,54
881,s0445_01[TZER].png.min,Thresh to Zero,21,2,36
882,f0353_03[TRUC].png.min,Trunc,139,1,39
883,s0361_06[TRUC].png.min,Trunc,164,2,23
884,s0259_10.png.min,No Filter,167,5,22
885,s0318_05[TOZI].png.min,Thresh to Zero Invert,176,3,26
886,f0342_10[TRUC].png.min,Trunc,113,5,12
887,s0302_01[TOZI].png.min,Thresh to Zero Invert,114,3,30
888,f0480_04.png.min,No Filter,120,3,32
889,s0337_08[TRUC].png.min,Trunc,91,2,37
890,f0335_06[TRUC].png.min,Trunc,91,4,18
891,f0476_09[TOZI].png.min,Thresh to Zero Invert,151,5,29
892,f0396_09[TRUC].png.min,Trunc,100,3,21
893,f0371_05[BINA].png.min,Binary,59,5,6
894,f0385_07[TRUC].png.min,Trunc,80,5,8
895,s0374_04.png.min,No Filter,113,5,20
896,f0386_02[TZER].png.min,Thresh to Zero,57,5,12
897,f0272_09[TRUC].png.min,Trunc,81,2,50
898,s0258_04[BINV].png.min,Binary Invert,99,5,10
899,f0281_04[BINV].png.min,Binary Invert,67,2,31
900,s0348_08[BINV].png.min,Binary Invert,104,3,39
901,s0457_09[BINV].png.min,Binary Invert,7,4,16
902,f0389_07[TOZI].png.min,Thresh to Zero Invert,246,2,39
903,f0496_03[TZER].png.min,Thresh to Zero,102,3,21
904,f0377_04[BINA].png.min,Binary,2,5,20
905,f0314_04.png.min,No Filter,142,1,54
906,f0365_07.png.min,No Filter,131,3,31
907,f0500_02[BINA].png.min,Binary,36,2,29
908,s0306_03[BINV].png.min,Binary Invert,53,3,26
909,s0459_05[TOZI].png.min,Thresh to Zero Invert,210,3,18
910,f0474_06[TRUC].png.min,Trunc,4,2,28
911,f0339_05[TZER].png.min,Thresh to Zero,86,5,10
912,f0298_06[TRUC].png.min,Trunc,139,4,23
913,s0256_03[TOZI].png.min,Thresh to Zero Invert,300,3,29
914,s0350_07.png.min,No Filter,146,3,30
915,f0266_04[TRUC].png.min,Trunc,139,1,45
916,s0335_06[BINA].png.min,Binary,114,2,43
917,f0322_06.png.min,No Filter,113,1,48
918,f0315_03[BINA].png.min,Binary,72,3,40
919,s0362_05.png.min,No Filter,134,2,53
920,f0351_08[BINA].png.min,Binary,55,2,49
921,f0283_02[TZER].png.min,Thresh to Zero,126,5,12
922,f0439_02.png.min,No Filter,102,2,26
923,s0299_06[BINV].png.min,Binary Invert,147,3,23
924,s0282_03[TZER].png.min,Thresh to Zero,123,2,45
925,s0335_06[TRUC].png.min,Trunc,73,2,42
926,f0312_08[TOZI].png.min,Thresh to Zero Invert,232,2,38
927,s0436_09[TZER].png.min,Thresh to Zero,141,1,41
928,s0448_03[TRUC].png.min,Trunc,100,1,45
929,s0350_07[TRUC].png.min,Trunc,125,3,35
930,s0443_06.png.min,No Filter,89,3,33
931,f0409_05[BINV].png.min,Binary Invert,118,1,52
932,s0402_01[TZER].png.min,Thresh to Zero,73,2,48
933,s0302_01.png.min,No Filter,137,3,22
934,f0463_10.png.min,No Filter,104,2,14
935,s0296_10[TRUC].png.min,Trunc,0,3,53
936,f0440_08[TZER].png.min,Thresh to Zero,53,3,30
937,f0323_09[TOZI].png.min,Thresh to Zero Invert,156,5,14
938,s0470_01[TOZI].png.min,Thresh to Zero Invert,268,2,31
939,f0442_04[TOZI].png.min,Thresh to Zero Invert,208,2,52
940,f0347_02[BINA].png.min,Binary,96,1,50
941,f0393_06[BINA].png.min,Binary,117,2,31
942,f0331_05[TRUC].png.min,Trunc,98,2,40
943,s0354_05.png.min,No Filter,176,2,35
944,f0422_07[TZER].png.min,Thresh to Zero,89,2,39
945,s0423_02[BINV].png.min,Binary Invert,42,3,33
946,f0426_04[BINA].png.min,Binary,132,2,53
947,s0268_09.png.min,No Filter,164,2,35
948,s0316_03[TRUC].png.min,Trunc,117,2,43
949,s0494_08[BINA].png.min,Binary,37,2,43
950,s0251_05[BINA].png.min,Binary,28,5,8
951,f0453_08[TZER].png.min,Thresh to Zero,98,1,48
952,f0351_08[TZER].png.min,Thresh to Zero,69,1,46
953,f0476_09.png.min,No Filter,77,3,27
954,s0448_03[TZER].png.min,Thresh to Zero,59,2,52
955,f0285_08[TRUC].png.min,Trunc,82,3,14
956,s0456_06[TOZI].png.min,Thresh to Zero Invert,182,3,32
957,f0430_10[BINV].png.min,Binary Invert,80,3,43
958,s0384_09[TOZI].png.min,Thresh to Zero Invert,215,3,21
959,s0281_04[BINV].png.min,Binary Invert,146,3,45
960,f0468_02[TOZI].png.min,Thresh to Zero Invert,161,4,25
961,f0427_06[TZER].png.min,Thresh to Zero,97,3,16
962,f0412_07[TRUC].png.min,Trunc,95,4,14
963,f0337_08[TRUC].png.min,Trunc,154,1,49
964,f0364_03[BINV].png.min,Binary Invert,25,5,16
965,s0452_06[BINV].png.min,Binary Invert,146,3,55
966,s0440_08[TOZI].png.min,Thresh to Zero Invert,267,4,8
967,f0447_01[TZER].png.min,Thresh to Zero,98,1,43
