,nome,filtro,minucias,nfiq,nfiq2
1440,s0380_04[BINV].png.min,Binary Invert,124,2,27
1441,f0419_08[TOZI].png.min,Thresh to Zero Invert,222,3,22
1442,s0252_01.png.min,No Filter,115,3,8
1443,s0271_04[BINV].png.min,Binary Invert,83,2,10
1444,s0422_07.png.min,No Filter,136,5,8
1445,s0350_07[BINA].png.min,Binary,41,2,60
1446,f0429_04[TZER].png.min,Thresh to Zero,39,3,32
1447,f0335_06.png.min,No Filter,91,3,46
1448,f0327_08[BINA].png.min,Binary,91,2,15
1449,s0266_04[TOZI].png.min,Thresh to Zero Invert,251,3,27
1450,f0361_06[TRUC].png.min,Trunc,150,3,17
1451,f0472_07[BINV].png.min,Binary Invert,174,3,38
1452,s0403_07[TOZI].png.min,Thresh to Zero Invert,71,3,31
1453,s0475_03.png.min,No Filter,162,3,28
1454,f0316_03[TZER].png.min,Thresh to Zero,73,1,56
1455,s0325_06[TRUC].png.min,Trunc,17,2,40
1456,f0453_08[BINV].png.min,Binary Invert,114,5,3
1457,f0318_05[BINA].png.min,Binary,108,2,41
1458,s0399_02[TRUC].png.min,Trunc,133,5,24
1459,f0467_01[TZER].png.min,Thresh to Zero,98,2,25
1460,f0483_01[BINV].png.min,Binary Invert,5,3,30
1461,f0318_05[BINV].png.min,Binary Invert,90,3,12
1462,f0400_02[TOZI].png.min,Thresh to Zero Invert,29,1,57
1463,s0270_01[BINA].png.min,Binary,149,1,38
1464,f0282_03[BINV].png.min,Binary Invert,68,2,42
1465,s0404_08[BINA].png.min,Binary,84,2,36
1466,s0408_01[BINV].png.min,Binary Invert,41,2,48
1467,f0333_08[BINA].png.min,Binary,93,5,17
1468,s0379_06[TRUC].png.min,Trunc,166,5,21
1469,s0491_05[TZER].png.min,Thresh to Zero,115,5,7
1470,f0344_06.png.min,No Filter,125,3,7
1471,f0439_02[TZER].png.min,Thresh to Zero,52,2,23
1472,s0448_03.png.min,No Filter,103,3,31
1473,f0421_01[TOZI].png.min,Thresh to Zero Invert,184,3,19
1474,f0433_03[TRUC].png.min,Trunc,111,4,15
1475,f0331_05[TOZI].png.min,Thresh to Zero Invert,259,1,52
1476,s0391_01.png.min,No Filter,93,3,22
1477,s0389_07[TOZI].png.min,Thresh to Zero Invert,212,3,21
1478,s0441_10[TOZI].png.min,Thresh to Zero Invert,170,3,12
1479,f0487_02[TRUC].png.min,Trunc,159,2,46
1480,s0486_10[BINA].png.min,Binary,94,5,13
1481,f0334_02[TRUC].png.min,Trunc,93,2,47
1482,s0427_06[TOZI].png.min,Thresh to Zero Invert,259,2,39
1483,s0493_01[TZER].png.min,Thresh to Zero,112,2,33
1484,s0414_01.png.min,No Filter,155,2,47
1485,s0271_04.png.min,No Filter,149,2,41
1486,f0439_02[BINV].png.min,Binary Invert,42,1,40
1487,f0481_07[BINA].png.min,Binary,27,5,16
1488,s0498_05[BINA].png.min,Binary,6,4,22
1489,f0396_09[BINA].png.min,Binary,71,3,13
1490,f0468_02[TZER].png.min,Thresh to Zero,120,2,26
1491,s0312_08.png.min,No Filter,153,5,10
1492,s0279_06[TOZI].png.min,Thresh to Zero Invert,231,1,44
1493,f0293_01[TRUC].png.min,Trunc,138,4,26
1494,f0484_05.png.min,No Filter,150,3,34
1495,s0255_05[BINV].png.min,Binary Invert,144,4,29
1496,f0434_06[BINA].png.min,Binary,72,2,50
1497,f0289_01[TOZI].png.min,Thresh to Zero Invert,144,3,33
1498,s0446_01[BINA].png.min,Binary,73,3,50
1499,f0314_04[BINV].png.min,Binary Invert,123,4,34
1500,s0262_05.png.min,No Filter,96,3,54
1501,s0262_05[TZER].png.min,Thresh to Zero,96,3,27
1502,s0496_03.png.min,No Filter,101,3,42
1503,f0441_10[BINA].png.min,Binary,29,4,13
1504,f0498_05[TRUC].png.min,Trunc,95,3,15
1505,s0419_08[BINV].png.min,Binary Invert,86,3,22
1506,f0298_06[TZER].png.min,Thresh to Zero,13,4,19
1507,s0439_02[BINA].png.min,Binary,117,2,43
1508,s0343_09[TOZI].png.min,Thresh to Zero Invert,242,4,25
1509,s0375_02[BINV].png.min,Binary Invert,86,3,48
1510,f0302_01[BINA].png.min,Binary,104,2,38
1511,s0365_07[TZER].png.min,Thresh to Zero,92,4,18
1512,f0287_07.png.min,No Filter,168,2,16
1513,f0369_04[TZER].png.min,Thresh to Zero,103,5,14
1514,f0302_01[TOZI].png.min,Thresh to Zero Invert,162,3,26
1515,f0427_06[BINA].png.min,Binary,64,3,30
1516,f0404_08.png.min,No Filter,136,1,40
1517,s0306_03[BINA].png.min,Binary,45,3,26
1518,f0333_08[TZER].png.min,Thresh to Zero,116,2,37
1519,f0483_01[TOZI].png.min,Thresh to Zero Invert,201,3,30
1520,f0294_06[TZER].png.min,Thresh to Zero,151,2,38
1521,s0490_01.png.min,No Filter,130,2,42
1522,s0478_07[BINV].png.min,Binary Invert,37,2,41
1523,s0301_02[BINA].png.min,Binary,41,2,35
1524,f0492_02[BINV].png.min,Binary Invert,110,4,12
1525,s0451_10[BINV].png.min,Binary Invert,35,2,5
1526,f0397_06[TOZI].png.min,Thresh to Zero Invert,110,2,47
1527,s0396_09[TZER].png.min,Thresh to Zero,20,2,15
1528,f0494_08[TZER].png.min,Thresh to Zero,43,2,39
1529,s0402_01[BINA].png.min,Binary,64,5,6
1530,f0315_03.png.min,No Filter,71,2,37
1531,f0466_10[TRUC].png.min,Trunc,115,4,28
1532,f0471_01[BINA].png.min,Binary,67,3,13
1533,s0490_01[TOZI].png.min,Thresh to Zero Invert,149,1,46
1534,f0350_07[BINA].png.min,Binary,94,1,46
1535,s0436_09[BINA].png.min,Binary,117,3,11
1536,f0336_02[BINA].png.min,Binary,71,4,24
1537,s0283_02[TZER].png.min,Thresh to Zero,101,4,26
1538,f0279_06.png.min,No Filter,149,2,46
1539,s0258_04[TOZI].png.min,Thresh to Zero Invert,139,3,28
1540,s0428_09.png.min,No Filter,187,3,12
1541,f0386_02[BINV].png.min,Binary Invert,64,2,33
1542,f0435_10[TRUC].png.min,Trunc,108,5,5
1543,f0292_04[TZER].png.min,Thresh to Zero,112,3,17
1544,f0275_02.png.min,No Filter,84,2,20
1545,f0260_02[BINV].png.min,Binary Invert,103,3,42
1546,s0371_05.png.min,No Filter,196,4,17
1547,s0316_03[BINV].png.min,Binary Invert,125,5,18
1548,s0274_05[TOZI].png.min,Thresh to Zero Invert,231,4,28
1549,s0254_08[TOZI].png.min,Thresh to Zero Invert,292,5,11
1550,f0350_07.png.min,No Filter,137,1,47
1551,f0353_03.png.min,No Filter,212,2,51
1552,f0363_10[BINV].png.min,Binary Invert,116,3,33
1553,f0278_03[BINV].png.min,Binary Invert,77,5,21
1554,s0369_04[BINV].png.min,Binary Invert,77,4,31
1555,f0298_06.png.min,No Filter,130,3,21
1556,f0331_05[TZER].png.min,Thresh to Zero,62,2,37
1557,f0288_01[TRUC].png.min,Trunc,108,3,47
1558,f0433_03[TZER].png.min,Thresh to Zero,87,3,20
1559,f0378_05[BINA].png.min,Binary,122,1,53
1560,f0343_09[TRUC].png.min,Trunc,104,1,37
1561,s0271_04[TOZI].png.min,Thresh to Zero Invert,265,3,32
1562,s0437_04.png.min,No Filter,136,2,45
1563,s0415_04[BINA].png.min,Binary,65,1,45
1564,f0444_03[TRUC].png.min,Trunc,89,3,38
1565,f0378_05[TOZI].png.min,Thresh to Zero Invert,173,3,8
1566,f0405_02[BINV].png.min,Binary Invert,119,1,59
1567,f0261_01[BINV].png.min,Binary Invert,91,5,13
1568,s0379_06[TZER].png.min,Thresh to Zero,70,2,25
1569,f0499_03[TOZI].png.min,Thresh to Zero Invert,235,5,13
1570,s0444_03.png.min,No Filter,98,4,24
1571,s0477_04[TRUC].png.min,Trunc,116,5,20
1572,s0266_04[BINA].png.min,Binary,139,5,6
1573,s0482_08[BINV].png.min,Binary Invert,115,5,14
1574,f0484_05[BINA].png.min,Binary,91,3,29
1575,f0406_04.png.min,No Filter,114,2,30
1576,f0410_06.png.min,No Filter,88,4,17
1577,f0281_04[TZER].png.min,Thresh to Zero,67,5,14
1578,f0279_06[TRUC].png.min,Trunc,160,3,21
1579,s0416_06.png.min,No Filter,158,2,54
1580,f0499_03[TRUC].png.min,Trunc,159,2,33
1581,s0367_08[BINV].png.min,Binary Invert,87,5,6
1582,s0252_01[BINA].png.min,Binary,86,5,16
1583,s0299_06[TRUC].png.min,Trunc,89,3,22
1584,s0483_01[TZER].png.min,Thresh to Zero,78,2,10
1585,s0471_01[TRUC].png.min,Trunc,160,2,18
1586,s0463_10[BINV].png.min,Binary Invert,83,2,25
1587,s0376_01[BINA].png.min,Binary,21,2,44
1588,f0357_07[TOZI].png.min,Thresh to Zero Invert,143,1,53
1589,f0272_09[TZER].png.min,Thresh to Zero,136,3,26
1590,f0398_03[TRUC].png.min,Trunc,163,3,39
1591,f0364_03[TZER].png.min,Thresh to Zero,29,2,54
1592,f0390_09[BINV].png.min,Binary Invert,107,3,20
1593,s0496_03[BINA].png.min,Binary,74,5,18
1594,f0346_09[TZER].png.min,Thresh to Zero,32,3,31
1595,s0433_03.png.min,No Filter,151,5,21
1596,s0257_07[TRUC].png.min,Trunc,143,2,50
1597,s0432_06[TZER].png.min,Thresh to Zero,81,4,7
1598,f0489_04[TRUC].png.min,Trunc,71,3,26
1599,s0498_05[TOZI].png.min,Thresh to Zero Invert,165,2,30
1600,s0284_10[TOZI].png.min,Thresh to Zero Invert,191,4,25
1601,f0283_02[TOZI].png.min,Thresh to Zero Invert,167,3,48
1602,f0487_02[TZER].png.min,Thresh to Zero,163,2,14
1603,f0338_04[TOZI].png.min,Thresh to Zero Invert,213,2,38
1604,s0455_04[TRUC].png.min,Trunc,154,2,32
1605,s0351_08[TRUC].png.min,Trunc,127,3,45
1606,f0377_04.png.min,No Filter,171,3,15
1607,f0422_07.png.min,No Filter,126,5,13
1608,f0490_01[TOZI].png.min,Thresh to Zero Invert,179,1,48
1609,f0500_02[TOZI].png.min,Thresh to Zero Invert,238,3,22
1610,s0257_07[TZER].png.min,Thresh to Zero,43,3,34
1611,s0463_10.png.min,No Filter,172,2,40
1612,f0260_02.png.min,No Filter,137,1,49
1613,s0392_07[BINA].png.min,Binary,91,4,29
1614,s0465_08.png.min,No Filter,164,5,7
1615,s0438_05[BINA].png.min,Binary,119,2,36
1616,s0295_07[BINA].png.min,Binary,19,2,46
1617,s0280_02.png.min,No Filter,102,5,10
1618,f0356_02[TOZI].png.min,Thresh to Zero Invert,274,4,11
1619,s0369_04[TOZI].png.min,Thresh to Zero Invert,275,1,41
1620,f0305_01[TZER].png.min,Thresh to Zero,110,4,25
1621,f0298_06[TOZI].png.min,Thresh to Zero Invert,179,5,13
1622,f0442_04[BINV].png.min,Binary Invert,134,5,4
1623,s0382_01[BINA].png.min,Binary,0,2,42
1624,f0455_04[TOZI].png.min,Thresh to Zero Invert,247,1,27
1625,s0455_04[TOZI].png.min,Thresh to Zero Invert,236,3,26
1626,s0386_02[BINV].png.min,Binary Invert,23,1,45
1627,f0320_10[TOZI].png.min,Thresh to Zero Invert,173,1,56
1628,f0436_09[TOZI].png.min,Thresh to Zero Invert,239,1,40
1629,f0379_06[TOZI].png.min,Thresh to Zero Invert,168,3,38
1630,s0399_02[BINA].png.min,Binary,15,3,29
1631,s0376_01[TZER].png.min,Thresh to Zero,22,3,16
1632,f0311_03[BINV].png.min,Binary Invert,100,2,18
1633,s0276_09[BINA].png.min,Binary,112,2,37
1634,f0327_08[TZER].png.min,Thresh to Zero,90,1,52
1635,f0453_08[TRUC].png.min,Trunc,152,2,58
1636,s0344_06[BINA].png.min,Binary,50,4,26
1637,s0302_01[BINA].png.min,Binary,109,1,3
1638,s0283_02[BINV].png.min,Binary Invert,96,4,22
1639,s0274_05[TZER].png.min,Thresh to Zero,49,3,34
1640,s0346_09[BINA].png.min,Binary,70,1,41
1641,s0363_10.png.min,No Filter,160,3,37
1642,s0480_04[TZER].png.min,Thresh to Zero,118,3,18
1643,f0294_06.png.min,No Filter,147,3,37
1644,s0361_06[BINV].png.min,Binary Invert,77,3,15
1645,f0325_06[BINA].png.min,Binary,90,1,43
1646,f0398_03[BINA].png.min,Binary,38,3,39
1647,s0367_08[TZER].png.min,Thresh to Zero,93,5,4
1648,f0362_05[TZER].png.min,Thresh to Zero,132,5,6
1649,s0389_07[TZER].png.min,Thresh to Zero,4,3,21
1650,s0406_04.png.min,No Filter,181,2,38
1651,s0451_10.png.min,No Filter,142,3,19
1652,s0369_04[TZER].png.min,Thresh to Zero,71,2,45
1653,f0273_09.png.min,No Filter,87,1,30
1654,s0383_04[BINV].png.min,Binary Invert,113,3,36
1655,f0470_01[BINA].png.min,Binary,50,5,24
1656,s0301_02[BINV].png.min,Binary Invert,55,2,50
1657,f0315_03[TRUC].png.min,Trunc,80,4,20
1658,s0252_01[TZER].png.min,Thresh to Zero,81,3,30
1659,f0289_01[TZER].png.min,Thresh to Zero,151,3,24
1660,f0259_10[BINV].png.min,Binary Invert,70,3,31
1661,f0280_02[TZER].png.min,Thresh to Zero,29,1,46
1662,f0392_07[BINV].png.min,Binary Invert,73,2,38
1663,s0457_09[TRUC].png.min,Trunc,117,2,28
1664,s0476_09[BINV].png.min,Binary Invert,90,2,48
1665,f0471_01[TRUC].png.min,Trunc,146,3,21
1666,s0449_05[TRUC].png.min,Trunc,133,2,25
1667,f0446_01.png.min,No Filter,112,3,18
1668,f0455_04[TRUC].png.min,Trunc,113,3,44
1669,s0266_04[TRUC].png.min,Trunc,148,1,39
1670,s0414_01[BINA].png.min,Binary,133,3,27
1671,s0352_09[BINV].png.min,Binary Invert,27,3,46
1672,f0295_07[TRUC].png.min,Trunc,41,2,22
1673,f0291_03[TOZI].png.min,Thresh to Zero Invert,276,1,45
1674,f0486_10[BINA].png.min,Binary,12,2,46
1675,f0297_01[BINV].png.min,Binary Invert,108,3,7
1676,s0331_05[TOZI].png.min,Thresh to Zero Invert,257,3,17
1677,f0443_06[TZER].png.min,Thresh to Zero,90,2,29
1678,f0381_01.png.min,No Filter,93,1,52
1679,s0451_10[TRUC].png.min,Trunc,132,5,16
1680,f0430_10.png.min,No Filter,98,3,31
1681,f0462_05[TZER].png.min,Thresh to Zero,82,5,15
1682,f0300_08[BINA].png.min,Binary,40,3,15
1683,s0457_09[BINA].png.min,Binary,12,3,6
1684,f0367_08[BINV].png.min,Binary Invert,75,5,16
1685,s0378_05[TRUC].png.min,Trunc,138,2,41
1686,s0258_04[TRUC].png.min,Trunc,71,1,55
1687,f0477_04[TOZI].png.min,Thresh to Zero Invert,200,1,48
1688,f0469_07[BINV].png.min,Binary Invert,65,5,10
1689,f0349_09.png.min,No Filter,105,2,36
1690,f0362_05[TOZI].png.min,Thresh to Zero Invert,261,5,13
1691,f0449_05.png.min,No Filter,101,2,39
1692,f0385_07[TOZI].png.min,Thresh to Zero Invert,143,3,14
1693,f0262_05[TRUC].png.min,Trunc,110,3,16
1694,s0273_09[TRUC].png.min,Trunc,125,2,33
1695,f0312_08[BINV].png.min,Binary Invert,165,2,43
1696,f0476_09[TZER].png.min,Thresh to Zero,25,4,29
1697,s0306_03.png.min,No Filter,118,3,51
1698,s0297_01[BINA].png.min,Binary,149,4,18
1699,f0287_07[TZER].png.min,Thresh to Zero,166,3,13
1700,f0263_05[BINA].png.min,Binary,37,2,24
1701,s0441_10[BINA].png.min,Binary,11,3,24
1702,s0401_08[TRUC].png.min,Trunc,64,2,36
1703,s0383_04.png.min,No Filter,119,4,18
1704,s0357_07.png.min,No Filter,167,1,47
1705,s0363_10[TRUC].png.min,Trunc,145,3,6
1706,f0428_09[BINA].png.min,Binary,94,1,53
1707,f0269_01[TZER].png.min,Thresh to Zero,142,3,15
1708,f0382_01[TRUC].png.min,Trunc,137,1,50
1709,f0409_05[TOZI].png.min,Thresh to Zero Invert,220,2,35
1710,f0279_06[BINA].png.min,Binary,98,3,11
1711,f0485_06[TRUC].png.min,Trunc,88,3,41
1712,f0486_10.png.min,No Filter,132,4,28
1713,f0299_06[BINV].png.min,Binary Invert,168,2,26
1714,s0491_05[BINV].png.min,Binary Invert,132,5,6
1715,f0336_02[TRUC].png.min,Trunc,153,4,17
1716,s0256_03[TZER].png.min,Thresh to Zero,41,5,7
1717,s0426_04[BINA].png.min,Binary,117,4,20
1718,s0350_07[TZER].png.min,Thresh to Zero,45,2,33
1719,f0415_04[TZER].png.min,Thresh to Zero,102,3,13
1720,f0447_01[TRUC].png.min,Trunc,175,2,9
1721,s0259_10[TOZI].png.min,Thresh to Zero Invert,127,2,12
1722,s0432_06[TOZI].png.min,Thresh to Zero Invert,300,4,8
1723,f0431_05[TZER].png.min,Thresh to Zero,82,2,44
1724,f0354_05[BINV].png.min,Binary Invert,7,1,58
1725,s0328_09[TZER].png.min,Thresh to Zero,29,2,47
1726,s0400_02[BINA].png.min,Binary,99,2,53
1727,s0398_03[BINA].png.min,Binary,142,2,28
1728,f0473_01[BINV].png.min,Binary Invert,186,5,1
1729,s0296_10[TOZI].png.min,Thresh to Zero Invert,18,1,46
1730,s0429_04.png.min,No Filter,103,5,5
1731,s0393_06[BINA].png.min,Binary,33,5,5
1732,s0292_04[BINA].png.min,Binary,37,1,52
1733,s0319_06[TZER].png.min,Thresh to Zero,103,1,43
1734,s0341_03[BINV].png.min,Binary Invert,105,2,25
1735,s0393_06[TZER].png.min,Thresh to Zero,32,3,20
1736,s0498_05[TZER].png.min,Thresh to Zero,11,2,54
1737,f0481_07[TZER].png.min,Thresh to Zero,24,3,10
1738,f0487_02.png.min,No Filter,168,3,37
1739,s0276_09[BINV].png.min,Binary Invert,132,5,13
1740,f0457_09[TOZI].png.min,Thresh to Zero Invert,203,3,32
1741,s0346_09[BINV].png.min,Binary Invert,79,5,11
1742,s0449_05[BINA].png.min,Binary,59,5,12
1743,f0458_07.png.min,No Filter,137,1,41
1744,f0310_05[TRUC].png.min,Trunc,146,3,26
1745,f0481_07[TOZI].png.min,Thresh to Zero Invert,259,1,53
1746,f0382_01[TOZI].png.min,Thresh to Zero Invert,211,2,35
1747,s0426_04[TZER].png.min,Thresh to Zero,125,3,26
1748,s0289_01[TOZI].png.min,Thresh to Zero Invert,164,3,32
1749,f0335_06[BINV].png.min,Binary Invert,92,2,33
1750,s0278_03[TOZI].png.min,Thresh to Zero Invert,243,2,46
1751,s0325_06[BINV].png.min,Binary Invert,59,1,52
1752,s0390_09[TOZI].png.min,Thresh to Zero Invert,253,3,30
1753,f0322_06[TOZI].png.min,Thresh to Zero Invert,272,3,7
1754,s0381_01[TRUC].png.min,Trunc,100,3,20
1755,s0326_07[TRUC].png.min,Trunc,104,3,46
1756,s0322_06.png.min,No Filter,158,3,23
1757,s0405_02[TRUC].png.min,Trunc,144,2,46
1758,s0410_06[BINA].png.min,Binary,17,3,43
1759,s0317_05.png.min,No Filter,112,2,16
1760,f0488_10[BINV].png.min,Binary Invert,78,3,38
1761,s0447_01.png.min,No Filter,153,4,22
1762,f0462_05[TOZI].png.min,Thresh to Zero Invert,121,5,13
1763,f0484_05[TRUC].png.min,Trunc,62,2,21
1764,s0349_09.png.min,No Filter,102,5,15
1765,f0366_06[TRUC].png.min,Trunc,111,1,29
1766,s0462_05[TZER].png.min,Thresh to Zero,96,3,16
1767,s0276_09[TOZI].png.min,Thresh to Zero Invert,243,2,35
1768,s0379_06[BINA].png.min,Binary,79,2,23
1769,f0312_08.png.min,No Filter,116,1,52
1770,s0366_06[TRUC].png.min,Trunc,57,5,3
1771,s0284_10[BINA].png.min,Binary,64,4,10
1772,s0500_02[BINA].png.min,Binary,76,2,28
1773,s0347_02[TZER].png.min,Thresh to Zero,71,3,38
1774,s0251_05.png.min,No Filter,119,2,41
1775,f0399_02[TOZI].png.min,Thresh to Zero Invert,218,2,40
1776,s0286_02[TZER].png.min,Thresh to Zero,120,5,4
1777,f0252_01[TZER].png.min,Thresh to Zero,56,2,32
1778,s0485_06.png.min,No Filter,135,3,40
1779,f0411_05[TZER].png.min,Thresh to Zero,47,4,26
1780,f0276_09[TRUC].png.min,Trunc,134,1,42
1781,f0365_07[BINA].png.min,Binary,91,5,9
1782,f0447_01.png.min,No Filter,178,3,31
1783,s0375_02[TOZI].png.min,Thresh to Zero Invert,164,2,43
1784,s0353_03[TZER].png.min,Thresh to Zero,19,3,45
1785,f0432_06[TOZI].png.min,Thresh to Zero Invert,369,5,8
1786,s0345_05.png.min,No Filter,172,4,23
1787,f0255_05[TRUC].png.min,Trunc,13,2,54
1788,s0385_07[BINA].png.min,Binary,51,3,27
1789,s0457_09[TOZI].png.min,Thresh to Zero Invert,176,2,47
1790,f0421_01[TZER].png.min,Thresh to Zero,138,3,33
1791,s0463_10[TOZI].png.min,Thresh to Zero Invert,232,3,17
1792,f0449_05[TOZI].png.min,Thresh to Zero Invert,242,4,20
1793,f0346_09[TRUC].png.min,Trunc,84,2,50
1794,f0298_06[BINA].png.min,Binary,19,3,48
1795,f0375_02[TZER].png.min,Thresh to Zero,112,2,42
1796,s0265_04[BINA].png.min,Binary,57,2,41
1797,s0341_03[TRUC].png.min,Trunc,83,4,23
1798,s0476_09[TRUC].png.min,Trunc,105,4,6
1799,f0267_07[BINA].png.min,Binary,89,1,49
1800,s0413_01[BINV].png.min,Binary Invert,172,2,22
1801,f0264_01[TZER].png.min,Thresh to Zero,71,3,13
1802,f0258_04[TRUC].png.min,Trunc,98,3,36
1803,s0315_03[TOZI].png.min,Thresh to Zero Invert,155,3,27
1804,f0390_09.png.min,No Filter,116,3,32
1805,f0485_06[TZER].png.min,Thresh to Zero,100,3,17
1806,s0457_09[TZER].png.min,Thresh to Zero,10,3,13
1807,s0329_09[TZER].png.min,Thresh to Zero,84,2,28
1808,s0469_07.png.min,No Filter,153,3,23
1809,s0295_07[BINV].png.min,Binary Invert,15,3,38
1810,s0438_05[TRUC].png.min,Trunc,61,2,38
1811,s0355_08[BINV].png.min,Binary Invert,152,3,32
1812,f0490_01.png.min,No Filter,122,3,27
1813,f0271_04.png.min,No Filter,155,4,22
1814,f0322_06[BINA].png.min,Binary,71,2,42
1815,f0366_06[TZER].png.min,Thresh to Zero,115,2,43
1816,s0340_03[TRUC].png.min,Trunc,134,2,41
1817,s0320_10[BINA].png.min,Binary,39,3,40
1818,f0371_05.png.min,No Filter,121,2,48
1819,f0292_04[TOZI].png.min,Thresh to Zero Invert,191,3,26
1820,s0484_05[BINV].png.min,Binary Invert,2,3,17
1821,s0496_03[TRUC].png.min,Trunc,90,4,28
1822,s0346_09[TRUC].png.min,Trunc,36,2,50
1823,f0308_09[TOZI].png.min,Thresh to Zero Invert,241,5,11
1824,s0421_01[BINV].png.min,Binary Invert,119,4,28
1825,f0265_04[TZER].png.min,Thresh to Zero,47,3,35
1826,f0428_09[TOZI].png.min,Thresh to Zero Invert,190,2,45
1827,f0354_05[TOZI].png.min,Thresh to Zero Invert,225,2,11
1828,f0332_03[TZER].png.min,Thresh to Zero,70,2,51
1829,s0468_02[TZER].png.min,Thresh to Zero,26,3,39
1830,f0384_09[BINA].png.min,Binary,1,5,11
1831,s0375_02[BINA].png.min,Binary,82,2,23
1832,f0365_07[TZER].png.min,Thresh to Zero,100,3,32
1833,s0281_04[TRUC].png.min,Trunc,64,2,25
1834,f0348_08[BINV].png.min,Binary Invert,117,3,26
1835,f0408_01[TZER].png.min,Thresh to Zero,38,2,42
1836,f0294_06[TRUC].png.min,Trunc,45,2,28
1837,f0289_01[BINV].png.min,Binary Invert,112,3,13
1838,f0273_09[TOZI].png.min,Thresh to Zero Invert,164,5,10
1839,f0366_06[TOZI].png.min,Thresh to Zero Invert,160,2,39
1840,f0385_07[BINV].png.min,Binary Invert,122,3,35
1841,s0292_04.png.min,No Filter,146,5,4
1842,f0400_02.png.min,No Filter,132,2,24
1843,f0492_02[TOZI].png.min,Thresh to Zero Invert,229,2,52
1844,s0428_09[TOZI].png.min,Thresh to Zero Invert,141,1,37
1845,s0293_01[TRUC].png.min,Trunc,141,1,54
1846,f0341_03[TZER].png.min,Thresh to Zero,76,3,23
1847,s0415_04[TZER].png.min,Thresh to Zero,72,3,34
1848,f0259_10[TOZI].png.min,Thresh to Zero Invert,263,2,53
1849,f0429_04.png.min,No Filter,83,2,46
1850,f0264_01[TRUC].png.min,Trunc,125,1,42
1851,f0459_05[BINA].png.min,Binary,21,1,45
1852,f0436_09[BINV].png.min,Binary Invert,220,1,50
1853,f0373_09[TZER].png.min,Thresh to Zero,104,2,44
1854,f0435_10.png.min,No Filter,111,3,36
1855,s0485_06[BINV].png.min,Binary Invert,70,2,15
1856,s0482_08[BINA].png.min,Binary,98,3,25
1857,f0405_02.png.min,No Filter,129,2,44
1858,f0415_04[TRUC].png.min,Trunc,129,2,40
1859,s0336_02[TRUC].png.min,Trunc,88,1,50
1860,f0493_01.png.min,No Filter,128,5,8
1861,s0500_02[TOZI].png.min,Thresh to Zero Invert,189,1,47
1862,s0417_08[TRUC].png.min,Trunc,132,3,54
1863,s0264_01[TOZI].png.min,Thresh to Zero Invert,204,2,29
1864,f0317_05[BINV].png.min,Binary Invert,73,3,44
1865,f0450_10[BINA].png.min,Binary,101,5,25
1866,s0372_07.png.min,No Filter,115,1,53
1867,s0398_03[TRUC].png.min,Trunc,176,3,29
1868,f0277_05.png.min,No Filter,113,2,31
1869,s0466_10[TZER].png.min,Thresh to Zero,41,3,46
1870,f0381_01[TZER].png.min,Thresh to Zero,84,3,31
1871,f0323_09[BINV].png.min,Binary Invert,112,2,38
1872,s0458_07[TRUC].png.min,Trunc,105,1,53
1873,f0251_05[BINA].png.min,Binary,27,1,51
1874,s0496_03[BINV].png.min,Binary Invert,77,2,43
1875,s0350_07[BINV].png.min,Binary Invert,64,3,35
1876,s0339_05[BINA].png.min,Binary,39,2,35
1877,s0276_09.png.min,No Filter,133,3,31
1878,f0428_09[BINV].png.min,Binary Invert,97,2,51
1879,s0389_07.png.min,No Filter,189,3,32
1880,s0440_08.png.min,No Filter,217,4,20
1881,f0376_01[TRUC].png.min,Trunc,146,2,40
1882,f0295_07.png.min,No Filter,78,1,50
1883,s0382_01[TZER].png.min,Thresh to Zero,0,3,30
1884,s0480_04.png.min,No Filter,125,3,17
1885,s0455_04[TZER].png.min,Thresh to Zero,19,2,30
1886,s0470_01[BINV].png.min,Binary Invert,106,5,5
1887,s0287_07[TOZI].png.min,Thresh to Zero Invert,226,5,3
1888,s0397_06[TZER].png.min,Thresh to Zero,85,4,11
1889,s0270_01[TRUC].png.min,Trunc,95,3,39
1890,s0281_04[TZER].png.min,Thresh to Zero,156,1,51
1891,f0432_06[TRUC].png.min,Trunc,106,4,14
1892,f0318_05[TZER].png.min,Thresh to Zero,118,3,26
1893,s0371_05[BINA].png.min,Binary,114,2,19
1894,f0397_06[TZER].png.min,Thresh to Zero,77,1,30
1895,f0416_06[BINA].png.min,Binary,82,2,48
1896,s0354_05[BINV].png.min,Binary Invert,163,3,41
1897,s0446_01.png.min,No Filter,115,2,27
1898,s0380_04[BINA].png.min,Binary,87,4,28
1899,s0280_02[BINA].png.min,Binary,33,1,51
1900,f0327_08.png.min,No Filter,120,4,27
1901,f0462_05[BINV].png.min,Binary Invert,81,5,23
1902,f0398_03.png.min,No Filter,158,1,48
1903,s0423_02[TRUC].png.min,Trunc,150,4,20
1904,f0402_01.png.min,No Filter,88,5,4
1905,f0441_10[TRUC].png.min,Trunc,95,5,13
1906,s0266_04[BINV].png.min,Binary Invert,132,2,56
1907,f0281_04[TRUC].png.min,Trunc,145,5,8
1908,f0470_01[TRUC].png.min,Trunc,127,3,32
1909,s0312_08[BINV].png.min,Binary Invert,140,5,17
1910,s0477_04[TZER].png.min,Thresh to Zero,80,2,49
1911,f0332_03.png.min,No Filter,128,2,54
